company,board,symbol,isin,trade_no,entry_type,signal_date,entry_date,entry,stop,target1,exit_date,exit_price,exit_reason,hold_sessions,pnl_pct,peak_gain_pct
Veefin Solutions Ltd.,SME,543931,INE0Q0M01015,1,early pivot reclaim,2023-07-06,2023-07-07,98.4,90.53,113.16,2023-07-11,89.61,stop -8%,2,-10.43,0.9
Greenchef Appliances Ltd.,SME,GREENCHEF,INE0O7P01015,1,early pivot reclaim,2023-07-07,2023-07-10,114.65,105.48,131.85,2023-07-11,103.5,stop -8%,1,-11.23,0.0
Cyient DLM Ltd.,Mainboard,CYIENTDLM,INE055S01018,1,early pivot reclaim,2023-07-11,2023-07-12,507.5,466.9,583.62,2024-01-08,657.25,"time (120 sessions, unproven)",121,28.51,42.0
Global Pet Industries Ltd.,SME,GLOBALPET,INE0PS501019,1,early pivot reclaim,2023-07-11,2023-07-12,58.15,53.5,66.87,2026-03-02,109.0,trail (30% off peak after +15%),580,85.95,168.3
Veefin Solutions Ltd.,SME,543931,INE0Q0M01015,2,early pivot reclaim,2023-07-14,2023-07-17,98.53,90.65,113.31,2023-10-25,196.65,trail (30% off peak after +15%),68,98.08,194.2
Greenchef Appliances Ltd.,SME,GREENCHEF,INE0O7P01015,2,early pivot reclaim,2023-07-19,2023-07-20,116.0,106.72,133.4,2023-07-31,104.7,stop -8%,7,-11.24,0.0
Pentagon Rubber Ltd.,SME,PENTAGON,INE0ORS01017,1,early pivot reclaim,2023-07-20,2023-07-21,128.5,118.22,147.77,2023-07-27,116.0,stop -8%,4,-11.23,0.4
Kaka Industries Ltd.,SME,543939,INE0P3N01018,1,early pivot reclaim,2023-07-20,2023-07-21,119.0,109.48,136.85,2024-03-13,159.8,trail (30% off peak after +15%),158,32.79,101.1
AccelerateBS India Ltd.,SME,543938,INE0POP01017,1,early pivot reclaim,2023-07-20,2023-07-21,126.74,116.6,145.75,2023-07-27,115.0,stop -8%,4,-10.76,3.8
Utkarsh Small Finance Bank Ltd.,Mainboard,UTKARSHBNK,INE735W01017,1,early pivot reclaim,2023-07-24,2023-07-25,52.5,48.3,60.37,2023-07-27,48.15,stop -8%,2,-9.29,0.0
Ahasolar Technologies Ltd.,SME,543941,INE0NEV01011,1,early pivot reclaim,2023-07-24,2023-07-25,234.95,216.15,270.19,2023-09-21,311.05,trail (30% off peak after +15%),40,30.89,93.2
Essen Speciality Films Ltd.,SME,ESFL,INE0ITO01014,1,early pivot reclaim,2023-07-27,2023-07-28,153.0,140.76,175.95,2023-08-03,134.8,stop -8%,4,-13.4,3.2
Asarfi Hospital Ltd.,SME,543943,INE0DN001027,1,early pivot reclaim,2023-07-27,2023-07-28,103.48,95.2,119.0,2023-10-25,95.95,trail (30% off peak after +15%),59,-8.78,34.5
Drone Destination Ltd.,SME,DRONE,INE0P7201019,1,early pivot reclaim,2023-07-31,2023-08-01,115.1,105.89,132.36,2024-03-11,142.6,"time (120 sessions, unproven)",149,22.39,63.8
Yasons Chemex Care Ltd.,SME,YCCL,INE08S201019,1,early pivot reclaim,2023-08-04,2023-08-07,37.0,34.04,42.55,2023-09-13,34.0,stop -8%,26,-9.61,10.1
Essen Speciality Films Ltd.,SME,ESFL,INE0ITO01014,2,early pivot reclaim,2023-08-07,2023-08-08,151.5,139.38,174.22,2023-09-22,138.3,stop -8%,31,-10.21,4.1
Greenchef Appliances Ltd.,SME,GREENCHEF,INE0O7P01015,3,early pivot reclaim,2023-08-07,2023-08-08,114.5,105.34,131.67,2023-08-14,104.05,stop -8%,4,-10.63,0.0
Shri Techtex Ltd.,SME,SHRITECH,INE0OMF01015,1,early pivot reclaim,2023-08-07,2023-08-08,93.8,86.3,107.87,2023-08-09,85.0,stop -8%,1,-10.88,0.0
Yatharth Hospital & Trauma Care Services Ltd.,Mainboard,YATHARTH,INE0JO301016,1,early pivot reclaim,2023-08-08,2023-08-09,347.85,320.02,400.03,2023-08-17,312.25,stop -8%,5,-11.23,0.0
Tridhya Tech Ltd.,SME,TRIDHYA,INE0LWY01029,1,early pivot reclaim,2023-08-09,2023-08-10,54.2,49.86,62.33,2023-08-10,40.7,stop -8%,0,-26.41,0.0
Zeal Global Services Ltd.,SME,ZEAL,INE0PPS01018,1,early pivot reclaim,2023-08-10,2023-08-11,170.15,156.54,195.67,2023-09-28,170.6,trail (30% off peak after +15%),32,-1.24,43.6
Khazanchi Jewellers Ltd.,SME,543953,INE0OWC01011,1,early pivot reclaim,2023-08-16,2023-08-17,148.5,136.62,170.77,2026-07-13,626.4,OPEN,712,321.82,430.1
Pentagon Rubber Ltd.,SME,PENTAGON,INE0ORS01017,2,early pivot reclaim,2023-08-18,2023-08-21,138.8,127.7,159.62,2023-08-22,125.65,stop -8%,1,-10.97,0.0
Shri Techtex Ltd.,SME,SHRITECH,INE0OMF01015,2,early pivot reclaim,2023-08-18,2023-08-21,93.0,85.56,106.95,2023-09-12,83.85,stop -8%,16,-11.34,11.6
Yatharth Hospital & Trauma Care Services Ltd.,Mainboard,YATHARTH,INE0JO301016,2,early pivot reclaim,2023-08-21,2023-08-22,351.8,323.66,404.57,2024-03-01,444.2,"time (120 sessions, unproven)",130,25.26,38.7
Vinsys IT Services India Ltd.,SME,VINSYS,INE0OSJ01014,1,early pivot reclaim,2023-08-21,2023-08-22,238.7,219.6,274.5,2024-02-16,277.5,"time (120 sessions, unproven)",120,14.75,43.6
Srivari Spices & Foods Ltd.,SME,SSFL,INE0ON201012,1,early pivot reclaim,2023-08-21,2023-08-22,117.4,108.01,135.01,2023-09-26,107.15,stop -8%,24,-10.23,27.1
Concord Biotech Ltd.,Mainboard,CONCORDBIO,INE338H01029,1,early pivot reclaim,2023-08-22,2023-08-23,994.9,915.31,1144.14,2024-10-24,1814.95,trail (30% off peak after +15%),287,81.43,161.4
Oriana Power Ltd.,SME,ORIANA,INE0OUT01019,1,early pivot reclaim,2023-08-23,2023-08-24,346.8,319.06,398.82,2023-09-26,310.7,stop -8%,22,-11.91,12.8
Utkarsh Small Finance Bank Ltd.,Mainboard,UTKARSHBNK,INE735W01017,2,early pivot reclaim,2023-08-24,2023-08-25,48.35,44.48,55.6,2024-02-21,54.45,"time (120 sessions, unproven)",120,11.62,33.4
Shelter Pharma Ltd.,SME,543963,INE013V01011,1,early pivot reclaim,2023-08-24,2023-08-25,41.05,37.77,47.21,2024-03-13,49.14,trail (30% off peak after +15%),134,18.21,80.4
Pentagon Rubber Ltd.,SME,PENTAGON,INE0ORS01017,3,early pivot reclaim,2023-08-25,2023-08-28,136.0,125.12,156.4,2023-09-12,123.85,stop -8%,11,-10.43,14.0
Sangani Hospitals Ltd.,SME,SANGANI,INE0OVI01010,1,early pivot reclaim,2023-08-30,2023-08-31,46.7,42.96,53.7,2023-09-12,42.7,stop -8%,8,-10.07,0.0
Shoora Designs Ltd.,SME,543970,INE0OJZ01019,1,early pivot reclaim,2023-08-30,2023-08-31,95.52,87.88,109.85,2023-09-07,86.3,stop -8%,2,-11.15,0.0
Yudiz Solutions Ltd.,SME,YUDIZ,INE09FA01019,1,early pivot reclaim,2023-08-31,2023-09-01,209.0,192.28,240.35,2023-09-11,190.2,stop -8%,6,-10.5,0.0
Sungarner Energies Ltd.,SME,SEL,INE0O3O01017,1,early pivot reclaim,2023-09-01,2023-09-04,270.0,248.4,310.5,2023-09-07,244.65,stop -8%,3,-10.89,0.0
Tridhya Tech Ltd.,SME,TRIDHYA,INE0LWY01029,2,early pivot reclaim,2023-09-07,2023-09-08,48.9,44.99,56.23,2023-09-12,43.15,stop -8%,2,-13.26,0.0
TVS Supply Chain Solutions Ltd.,Mainboard,TVSSCS,INE395N01027,1,early pivot reclaim,2023-09-07,2023-09-08,221.45,203.73,254.67,2023-12-20,199.95,stop -8%,68,-10.71,10.8
Vishnu Prakash R.Punglia Ltd.,Mainboard,VPRPL,INE0AE001013,1,early pivot reclaim,2023-09-07,2023-09-08,170.0,156.4,195.5,2023-09-12,152.7,stop -8%,2,-11.18,1.6
C P S Shapers Ltd.,SME,CPS,INE0QBU01012,1,early pivot reclaim,2023-09-08,2023-09-11,491.0,451.72,564.65,2023-09-21,436.0,stop -8%,7,-12.7,0.0
Mono Pharmacare Ltd.,SME,MONOPHARMA,INE0OIP01012,1,early pivot reclaim,2023-09-08,2023-09-11,31.05,28.57,35.71,2024-03-12,49.5,trail (30% off peak after +15%),111,57.92,132.4
Basilic Fly Studio Ltd.,SME,BASILIC,INE0OCC01013,1,early pivot reclaim,2023-09-12,2023-09-13,290.0,266.8,333.5,2024-03-12,359.25,"time (120 sessions, unproven)",120,22.38,65.1
Vishnu Prakash R.Punglia Ltd.,Mainboard,VPRPL,INE0AE001013,2,early pivot reclaim,2023-09-13,2023-09-14,169.35,155.8,194.75,2024-03-11,156.15,trail (30% off peak after +15%),118,-8.79,32.7
Shri Techtex Ltd.,SME,SHRITECH,INE0OMF01015,3,early pivot reclaim,2023-09-14,2023-09-15,93.0,85.56,106.95,2023-09-20,82.45,stop -8%,2,-12.84,0.0
Pramara Promotions Ltd.,SME,PRAMARA,INE0O7A01017,1,early pivot reclaim,2023-09-14,2023-09-15,120.0,110.4,138.0,2023-09-20,106.4,stop -8%,2,-12.83,0.0
Kahan Packaging Ltd.,SME,543979,INE04T901017,1,early pivot reclaim,2023-09-18,2023-09-20,175.95,161.87,202.34,2023-09-21,155.65,stop -8%,1,-13.04,0.0
Meson Valves India Ltd.,SME,543982,INE0OYE01013,1,early pivot reclaim,2023-09-22,2023-09-25,224.25,206.31,257.89,2023-10-09,199.95,stop -8%,9,-12.34,3.3
C P S Shapers Ltd.,SME,CPS,INE0QBU01012,2,early pivot reclaim,2023-09-25,2023-09-26,468.3,430.84,538.54,2023-10-09,421.0,stop -8%,8,-11.6,0.8
SAMHI Hotels Ltd.,Mainboard,SAMHI,INE08U801020,1,early pivot reclaim,2023-09-25,2023-09-26,149.9,137.91,172.38,2024-04-18,192.35,"time (120 sessions, unproven)",135,27.32,52.5
Zaggle Prepaid Ocean Services Ltd.,Mainboard,ZAGGLE,INE07K301024,1,early pivot reclaim,2023-09-26,2023-09-27,180.45,166.01,207.52,2024-06-04,260.05,trail (30% off peak after +15%),165,43.11,110.8
Holmarc Opto-Mechatronics Ltd.,SME,HOLMARC,INE0LXA01019,1,early pivot reclaim,2023-09-26,2023-09-27,75.45,69.41,86.77,2023-12-20,103.6,trail (30% off peak after +15%),56,35.81,96.3
Oriana Power Ltd.,SME,ORIANA,INE0OUT01019,2,early pivot reclaim,2023-09-27,2023-09-28,324.0,298.08,372.6,2024-07-31,2006.9,trail (30% off peak after +15%),203,517.91,794.2
Rishabh Instruments Ltd.,Mainboard,RISHABH,INE0N2P01017,1,early pivot reclaim,2023-09-27,2023-09-28,478.7,440.4,550.5,2024-03-13,414.25,stop -8%,111,-14.46,28.1
Kundan Edifice Ltd.,SME,KEL,INE0OWX01025,1,early pivot reclaim,2023-09-27,2023-09-28,77.65,71.44,89.3,2023-10-04,69.7,stop -8%,3,-11.74,0.5
R R Kabel Ltd.,Mainboard,RRKABEL,INE777K01022,1,early pivot reclaim,2023-09-28,2023-09-29,1285.0,1182.2,1477.75,2024-03-28,1538.95,"time (120 sessions, unproven)",120,18.76,39.7
Sai Silks (Kalamandir) Ltd.,Mainboard,KALAMANDIR,INE438K01021,1,early pivot reclaim,2023-09-28,2023-09-29,251.9,231.75,289.68,2024-02-05,231.25,stop -8%,84,-9.2,20.1
Techknowgreen Solutions Ltd.,SME,543991,INE0P4P01011,1,early pivot reclaim,2023-09-28,2023-09-29,100.7,92.64,115.8,2024-02-12,223.3,trail (30% off peak after +15%),89,120.25,219.4
Kody Technolab Ltd.,SME,KODYTECH,INE0Q7P01013,1,early pivot reclaim,2023-09-28,2023-09-29,196.75,181.01,226.26,2024-04-15,824.5,trail (30% off peak after +15%),130,317.56,504.8
Signatureglobal (India) Ltd.,Mainboard,SIGNATURE,INE903U01023,1,early pivot reclaim,2023-09-29,2023-10-03,479.9,441.51,551.88,2025-01-15,1116.35,trail (30% off peak after +15%),316,131.62,236.1
Hi-Green Carbon Ltd.,SME,HIGREEN,INE0PIC01017,1,early pivot reclaim,2023-09-29,2023-10-03,89.05,81.93,102.41,2024-03-05,157.85,trail (30% off peak after +15%),104,75.76,169.6
Marco Cables & Conductors Ltd.,SME,MARCO,INE0QP001012,1,early pivot reclaim,2023-09-29,2023-10-03,43.0,39.56,49.45,2024-03-06,43.5,trail (30% off peak after +15%),104,-0.34,49.3
Jupiter Life Line Hospitals Ltd.,Mainboard,JLHL,INE682M01012,1,early pivot reclaim,2023-10-04,2023-10-05,1110.0,1021.2,1276.5,2023-10-23,1004.35,stop -8%,12,-10.52,4.0
JSW Infrastructure Ltd.,Mainboard,JSWINFRA,INE880J01026,1,early pivot reclaim,2023-10-04,2023-10-05,166.5,153.18,191.48,2025-02-11,243.8,trail (30% off peak after +15%),333,45.43,114.2
EMS Ltd.,Mainboard,EMSLIMITED,INE0OV601013,1,early pivot reclaim,2023-10-05,2023-10-06,313.05,288.01,360.01,2023-10-26,286.1,stop -8%,13,-9.61,4.6
Saakshi Medtech & Panels Ltd.,SME,SAAKSHI,INE0PSK01027,1,early pivot reclaim,2023-10-05,2023-10-06,168.65,155.16,193.95,2024-03-13,197.0,trail (30% off peak after +15%),106,15.31,67.3
Manoj Vaibhav Gems 'N' Jewellers Ltd.,Mainboard,MVGJL,INE0KNT01012,1,early pivot reclaim,2023-10-06,2023-10-09,222.25,204.47,255.59,2024-02-27,257.6,trail (30% off peak after +15%),95,14.91,68.3
Inspire Films Ltd.,SME,INSPIRE,INE0NDX01019,1,early pivot reclaim,2023-10-06,2023-10-09,71.2,65.5,81.88,2023-10-23,62.55,stop -8%,10,-13.65,1.3
Vinyas Innovative Technologies Ltd.,SME,VINYAS,INE0OLS01010,1,early pivot reclaim,2023-10-09,2023-10-10,381.95,351.39,439.24,2024-08-06,932.75,trail (30% off peak after +15%),196,142.71,260.6
Organic Recycling Systems Ltd.,SME,543997,INE0MIO01019,1,early pivot reclaim,2023-10-09,2023-10-10,248.5,228.62,285.77,2023-10-30,226.3,stop -8%,13,-10.43,2.1
Meson Valves India Ltd.,SME,543982,INE0OYE01013,2,early pivot reclaim,2023-10-10,2023-10-11,209.0,192.28,240.35,2024-08-29,913.2,trail (30% off peak after +15%),214,335.44,550.2
Yatra Online Ltd.,Mainboard,YATRA,INE0JR601024,1,early pivot reclaim,2023-10-10,2023-10-11,142.95,131.51,164.39,2023-10-26,127.7,stop -8%,10,-11.67,5.1
Newjaisa Technologies Ltd.,SME,NEWJAISA,INE0PW501021,1,early pivot reclaim,2023-10-10,2023-10-11,82.1,75.53,94.42,2024-02-12,119.4,trail (30% off peak after +15%),82,43.93,108.9
E Factor Experiences Ltd.,SME,EFACTOR,INE0KFF01017,1,early pivot reclaim,2023-10-10,2023-10-11,126.75,116.61,145.76,2024-02-15,138.0,trail (30% off peak after +15%),85,7.38,57.0
Pyramid Technoplast Ltd.,Mainboard,PYRAMID,INE0MIS01010,1,late bloomer (vol-confirmed),2023-10-11,2023-10-12,194.5,178.94,223.68,2024-02-07,177.25,stop -8%,78,-9.87,18.2
Master Components Ltd.,SME,MASTER,INE0OJM01017,1,early pivot reclaim,2023-10-11,2023-10-12,141.0,129.72,162.15,2024-06-04,177.0,"time (120 sessions, unproven)",120,24.03,63.1
Digikore Studios Ltd.,SME,DIGIKORE,INE0QJ901011,1,early pivot reclaim,2023-10-11,2023-10-12,297.4,273.61,342.01,2023-10-23,272.1,stop -8%,7,-10.01,8.2
Vishnusurya Projects & Infra Ltd.,SME,VISHNUINFR,INE0PQ001012,1,early pivot reclaim,2023-10-11,2023-10-12,84.45,77.69,97.12,2024-02-02,311.65,trail (30% off peak after +15%),75,267.53,438.4
Madhusudan Masala Ltd.,SME,MADHUSUDAN,INE0P6701019,1,early pivot reclaim,2023-10-12,2023-10-13,132.5,121.9,152.38,2023-10-23,118.0,stop -8%,6,-12.44,4.2
Goyal Salt Ltd.,SME,GOYALSALT,INE0QFE01017,1,early pivot reclaim,2023-10-12,2023-10-13,135.0,124.2,155.25,2024-03-12,158.4,trail (30% off peak after +15%),100,15.83,67.8
Essen Speciality Films Ltd.,SME,ESFL,INE0ITO01014,3,early pivot reclaim,2023-10-13,2023-10-16,150.0,138.0,172.5,2024-03-13,167.95,trail (30% off peak after +15%),100,10.47,61.2
Ratnaveer Precision Engineering Ltd.,Mainboard,RATNAVEER,INE05CZ01011,1,early pivot reclaim,2023-10-13,2023-10-16,133.85,123.14,153.93,2023-10-23,119.2,stop -8%,5,-11.95,0.3
Valiant Laboratories Ltd.,Mainboard,VALIANTLAB,INE0JWS01017,1,early pivot reclaim,2023-10-13,2023-10-16,185.5,170.66,213.32,2024-01-08,169.2,stop -8%,56,-9.79,8.9
Plaza Wires Ltd.,Mainboard,PLAZACABLE,INE0INJ01017,1,early pivot reclaim,2023-10-13,2023-10-16,88.4,81.33,101.66,2023-11-09,115.5,trail (30% off peak after +15%),17,29.66,86.9
Vivaa Tradecom Ltd.,SME,544002,INE0PA601017,1,early pivot reclaim,2023-10-13,2023-10-16,41.01,37.73,47.16,2023-10-19,37.23,stop -8%,3,-10.72,0.0
Arabian Petroleum Ltd.,SME,ARABIAN,INE08NJ01024,1,early pivot reclaim,2023-10-16,2023-10-17,84.45,77.69,97.12,2023-10-23,75.65,stop -8%,4,-11.92,2.0
Sharp Chucks & Machines Ltd.,SME,SCML,INE460Q01014,1,early pivot reclaim,2023-10-16,2023-10-17,75.25,69.23,86.54,2024-01-24,68.5,stop -8%,66,-10.47,21.6
Canarys Automations Ltd.,SME,CANARYS,INE0QG301017,1,early pivot reclaim,2023-10-17,2023-10-18,47.65,43.84,54.8,2023-10-25,43.4,stop -8%,4,-10.42,4.7
EMS Ltd.,Mainboard,EMSLIMITED,INE0OV601013,2,early pivot reclaim,2023-10-27,2023-10-30,302.0,277.84,347.3,2024-03-11,409.0,trail (30% off peak after +15%),89,34.43,95.1
Digikore Studios Ltd.,SME,DIGIKORE,INE0QJ901011,2,early pivot reclaim,2023-10-27,2023-10-30,285.05,262.25,327.81,2024-05-23,421.8,trail (30% off peak after +15%),135,46.47,121.7
Arabian Petroleum Ltd.,SME,ARABIAN,INE08NJ01024,2,early pivot reclaim,2023-10-27,2023-10-30,82.95,76.31,95.39,2023-11-07,75.45,stop -8%,6,-10.54,0.0
Chavda Infra Ltd.,SME,CHAVDA,INE0PT101017,1,early pivot reclaim,2023-10-30,2023-10-31,92.95,85.51,106.89,2023-12-18,84.35,stop -8%,32,-10.75,13.6
WomanCart Ltd.,SME,WOMANCART,INE0Q9601016,1,early pivot reclaim,2023-10-30,2023-10-31,135.35,124.52,155.65,2023-11-10,106.15,stop -8%,8,-23.07,15.7
Sunita Tools Ltd.,SME,544001,INE0Q1S01010,1,early pivot reclaim,2023-10-31,2023-11-01,172.7,158.88,198.6,2023-11-09,157.35,stop -8%,6,-10.39,3.9
Rajgor Castor Derivatives Ltd.,SME,RCDL,INE0BZQ01011,1,early pivot reclaim,2023-11-01,2023-11-02,60.55,55.71,69.63,2023-11-06,54.35,stop -8%,2,-11.74,0.0
Asarfi Hospital Ltd.,SME,543943,INE0DN001027,2,early pivot reclaim,2023-11-06,2023-11-07,115.95,106.67,133.34,2023-11-15,101.88,stop -8%,5,-13.63,0.0
Karnika Industries Ltd.,SME,KARNIKA,INE0MGA01012,1,early pivot reclaim,2023-11-06,2023-11-07,108.35,99.68,124.6,2023-12-06,160.55,trail (30% off peak after +15%),19,46.68,112.1
Transteel Seating Technologies Ltd.,SME,TRANSTEEL,INE0NVI01020,1,early pivot reclaim,2023-11-07,2023-11-08,102.8,94.58,118.22,2023-11-21,91.35,stop -8%,8,-12.64,5.0
Yatra Online Ltd.,Mainboard,YATRA,INE0JR601024,2,early pivot reclaim,2023-11-10,2023-11-13,139.85,128.66,160.83,2023-11-20,128.0,stop -8%,4,-9.47,0.0
Sunita Tools Ltd.,SME,544001,INE0Q1S01010,2,early pivot reclaim,2023-11-10,2023-11-13,158.25,145.59,181.99,2024-08-30,621.0,trail (30% off peak after +15%),194,290.92,465.7
WomanCart Ltd.,SME,WOMANCART,INE0Q9601016,2,early pivot reclaim,2023-11-15,2023-11-16,144.4,132.85,166.06,2023-12-29,131.7,stop -8%,28,-10.3,30.2
Shanthala FMCG Products Ltd.,SME,SHANTHALA,INE0Q9Q01017,1,early pivot reclaim,2023-11-15,2023-11-16,119.0,109.48,136.85,2023-11-28,105.95,stop -8%,7,-12.47,16.6
Asarfi Hospital Ltd.,SME,543943,INE0DN001027,3,early pivot reclaim,2023-11-16,2023-11-17,102.21,94.03,117.54,2023-12-13,92.39,stop -8%,17,-11.11,2.6
KK Shah Hospitals Ltd.,SME,544013,INE0OH401016,1,early pivot reclaim,2023-11-17,2023-11-20,62.6,57.59,71.99,2024-03-04,59.25,trail (30% off peak after +15%),64,-6.85,40.3
ROX Hi-Tech Ltd.,SME,ROXHITECH,INE0PDJ01013,1,early pivot reclaim,2023-11-17,2023-11-20,156.2,143.7,179.63,2024-02-13,141.75,stop -8%,57,-10.75,25.1
Madhusudan Masala Ltd.,SME,MADHUSUDAN,INE0P6701019,2,early pivot reclaim,2023-11-20,2023-11-21,125.1,115.09,143.86,2024-02-06,115.05,stop -8%,51,-9.53,18.5
Arabian Petroleum Ltd.,SME,ARABIAN,INE08NJ01024,3,early pivot reclaim,2023-11-20,2023-11-21,100.0,92.0,115.0,2024-02-16,92.0,stop -8%,59,-9.5,14.8
Honasa Consumer Ltd.,Mainboard,HONASA,INE0J5401028,1,early pivot reclaim,2023-11-20,2023-11-21,349.0,321.08,401.35,2024-05-22,426.4,"time (120 sessions, unproven)",120,21.18,39.8
Kalyani Cast Tech Ltd.,SME,544023,INE0N6U01018,1,early pivot reclaim,2023-11-20,2023-11-21,305.7,281.24,351.55,2024-03-12,415.15,trail (30% off peak after +15%),75,34.3,100.9
Unihealth Consultancy Ltd.,SME,UNIHEALTH,INE0PRF01011,1,late bloomer (vol-confirmed),2023-11-21,2023-11-22,144.0,132.48,165.6,2023-11-30,131.9,stop -8%,5,-9.9,0.0
Transteel Seating Technologies Ltd.,SME,TRANSTEEL,INE0NVI01020,2,early pivot reclaim,2023-11-23,2023-11-24,99.9,91.91,114.88,2023-11-29,91.4,stop -8%,2,-10.01,0.0
SAR Televenture Ltd.,SME,SARTELE,INE0PUC01020,1,early pivot reclaim,2023-11-23,2023-11-24,130.0,119.6,149.5,2024-03-12,215.55,trail (30% off peak after +15%),72,64.31,143.3
Baba Food Processing (India) Ltd.,SME,BABAFP,INE0QW501012,1,early pivot reclaim,2023-11-24,2023-11-28,80.7,74.24,92.8,2023-11-29,73.85,stop -8%,1,-9.99,0.0
Canarys Automations Ltd.,SME,CANARYS,INE0QG301017,2,early pivot reclaim,2023-11-28,2023-11-29,46.5,42.78,53.47,2023-12-20,42.4,stop -8%,15,-10.32,6.7
Jupiter Life Line Hospitals Ltd.,Mainboard,JLHL,INE682M01012,2,early pivot reclaim,2023-11-30,2023-12-01,1120.0,1030.4,1288.0,2024-05-31,1176.6,"time (120 sessions, unproven)",120,4.05,36.2
Transteel Seating Technologies Ltd.,SME,TRANSTEEL,INE0NVI01020,3,early pivot reclaim,2023-11-30,2023-12-01,99.9,91.91,114.88,2023-12-08,91.0,stop -8%,5,-10.41,0.0
Indian Renewable Energy Development Agency Ltd.,Mainboard,IREDA,INE202E01016,1,early pivot reclaim,2023-11-30,2023-12-01,67.0,61.64,77.05,2024-03-06,141.75,trail (30% off peak after +15%),65,110.57,212.6
IRM Energy Ltd.,Mainboard,IRMENERGY,INE07U701015,1,early pivot reclaim,2023-12-01,2023-12-04,497.0,457.24,571.55,2023-12-14,456.95,stop -8%,8,-9.06,0.0
Netweb Technologies India Ltd.,Mainboard,NETWEB,INE0NT901020,1,late bloomer (vol-confirmed),2023-12-05,2023-12-06,987.0,908.04,1135.05,2025-01-22,1943.85,trail (30% off peak after +15%),278,95.95,200.0
Swashthik Plascon Ltd.,SME,SPL,INE0RDR01012,1,early pivot reclaim,2023-12-06,2023-12-07,132.0,121.44,151.8,2023-12-11,117.88,stop -8%,2,-12.2,0.0
AMIC Forging Ltd.,SME,544037,INE0P9J01013,1,early pivot reclaim,2023-12-07,2023-12-08,277.05,254.89,318.61,2024-11-29,1202.9,trail (30% off peak after +15%),239,332.68,522.7
Marinetrans India Ltd.,SME,MARINETRAN,INE0P1P01017,1,early pivot reclaim,2023-12-11,2023-12-12,33.95,31.23,39.04,2024-03-11,31.5,trail (30% off peak after +15%),55,-8.72,35.6
Updater Services Ltd.,Mainboard,UDS,INE851I01011,1,late bloomer (vol-confirmed),2023-12-13,2023-12-14,303.95,279.63,349.54,2024-05-28,278.85,stop -8%,108,-9.26,21.2
Yatra Online Ltd.,Mainboard,YATRA,INE0JR601024,3,early pivot reclaim,2023-12-15,2023-12-18,140.35,129.12,161.4,2024-06-04,128.25,stop -8%,111,-9.62,28.5
IRM Energy Ltd.,Mainboard,IRMENERGY,INE07U701015,2,early pivot reclaim,2023-12-19,2023-12-20,490.6,451.35,564.19,2024-03-13,445.5,stop -8%,56,-10.19,22.3
Rockingdeals Circular Economy Ltd.,SME,ROCKINGDCE,INE0PTR01012,1,early pivot reclaim,2023-12-22,2023-12-26,344.0,316.48,395.6,2023-12-26,312.65,stop -8%,0,-10.61,0.0
Siyaram Recycling Industries Ltd.,SME,544047,INE0QSK01017,1,early pivot reclaim,2023-12-22,2023-12-26,63.66,58.57,73.21,2024-02-05,90.08,trail (30% off peak after +15%),27,40.0,105.3
Shree OSFM E-Mobility Ltd.,SME,SHREEOSFM,INE02S501018,1,early pivot reclaim,2023-12-22,2023-12-26,75.2,69.18,86.48,2024-11-21,134.65,trail (30% off peak after +15%),218,77.56,170.1
Sheetal Universal Ltd.,SME,SHEETAL,INE04VX01019,1,early pivot reclaim,2023-12-26,2023-12-27,89.95,82.75,103.44,2023-12-29,82.1,stop -8%,2,-10.23,0.0
Rockingdeals Circular Economy Ltd.,SME,ROCKINGDCE,INE0PTR01012,2,early pivot reclaim,2023-12-28,2023-12-29,321.1,295.41,369.26,2024-03-06,457.05,trail (30% off peak after +15%),46,40.84,103.7
Benchmark Computer Solutions Ltd.,SME,544052,INE0Q2Z01013,1,early pivot reclaim,2023-12-28,2023-12-29,89.0,81.88,102.35,2024-01-02,78.94,stop -8%,2,-12.8,0.0
RBZ Jewellers Ltd.,Mainboard,RBZJEWEL,INE0PEQ01016,1,early pivot reclaim,2023-12-28,2023-12-29,115.75,106.49,133.11,2024-02-09,174.3,trail (30% off peak after +15%),28,49.58,115.3
Electro Force (India) Ltd.,SME,EFORCE,INE0Q1W01012,1,early pivot reclaim,2023-12-28,2023-12-29,115.75,106.49,133.11,2024-03-06,106.3,stop -8%,46,-9.66,24.4
Trident Techlabs Ltd.,SME,TECHLABS,INE0QD201012,1,early pivot reclaim,2024-01-01,2024-01-02,113.6,104.51,130.64,2024-03-18,194.05,trail (30% off peak after +15%),51,69.32,151.1
Supreme Power Equipment Ltd.,SME,SUPREMEPWR,INE0QHG01026,1,early pivot reclaim,2024-01-01,2024-01-02,108.0,99.36,124.2,2024-02-27,133.6,trail (30% off peak after +15%),38,22.2,79.2
Presstonic Engineering Ltd.,SME,PRESSTONIC,INE0R1601012,1,early pivot reclaim,2024-01-02,2024-01-03,167.4,154.01,192.51,2024-01-04,153.05,stop -8%,1,-10.07,0.0
Innova Captab Ltd.,Mainboard,INNOVACAP,INE0DUT01020,1,early pivot reclaim,2024-01-02,2024-01-03,565.5,520.26,650.32,2024-01-11,518.6,stop -8%,6,-9.29,0.0
